WARNING - utils.py - 2023-06-28 14:23:43,845 - No checkpoint found at 20230628_adult/checkpoints-meta/checkpoint.pth. Returned the same state as input
INFO - run_lib.py - 2023-06-28 14:23:44,772 - train shape : (36178, 105)
INFO - run_lib.py - 2023-06-28 14:23:44,773 - eval.shape : (9044, 15)
INFO - run_lib.py - 2023-06-28 14:23:44,773 - batch size: 1000
INFO - run_lib.py - 2023-06-28 14:23:44,845 - raw data : Counter({0.0: 27217, 1.0: 8961})
INFO - run_lib.py - 2023-06-28 14:23:44,846 - DataParallel(
  (module): NCSNpp(
    (act): LeakyReLU(negative_slope=0.2)
    (all_modules): ModuleList(
      (0): GaussianFourierProjection()
      (1): Linear(in_features=128, out_features=256, bias=True)
      (2): Linear(in_features=256, out_features=256, bias=True)
      (3): ConcatSquashLinear(
        (_layer): Linear(in_features=105, out_features=256, bias=True)
        (_hyper_bias): Linear(in_features=1, out_features=256, bias=False)
        (_hyper_gate): Linear(in_features=1, out_features=256, bias=True)
      )
      (4): LeakyReLU(negative_slope=0.2)
      (5): ConcatSquashLinear(
        (_layer): Linear(in_features=361, out_features=512, bias=True)
        (_hyper_bias): Linear(in_features=1, out_features=512, bias=False)
        (_hyper_gate): Linear(in_features=1, out_features=512, bias=True)
      )
      (6): LeakyReLU(negative_slope=0.2)
      (7): ConcatSquashLinear(
        (_layer): Linear(in_features=873, out_features=1024, bias=True)
        (_hyper_bias): Linear(in_features=1, out_features=1024, bias=False)
        (_hyper_gate): Linear(in_features=1, out_features=1024, bias=True)
      )
      (8): LeakyReLU(negative_slope=0.2)
      (9): ConcatSquashLinear(
        (_layer): Linear(in_features=1897, out_features=1024, bias=True)
        (_hyper_bias): Linear(in_features=1, out_features=1024, bias=False)
        (_hyper_gate): Linear(in_features=1, out_features=1024, bias=True)
      )
      (10): LeakyReLU(negative_slope=0.2)
      (11): ConcatSquashLinear(
        (_layer): Linear(in_features=2921, out_features=512, bias=True)
        (_hyper_bias): Linear(in_features=1, out_features=512, bias=False)
        (_hyper_gate): Linear(in_features=1, out_features=512, bias=True)
      )
      (12): LeakyReLU(negative_slope=0.2)
      (13): ConcatSquashLinear(
        (_layer): Linear(in_features=3433, out_features=256, bias=True)
        (_hyper_bias): Linear(in_features=1, out_features=256, bias=False)
        (_hyper_gate): Linear(in_features=1, out_features=256, bias=True)
      )
      (14): LeakyReLU(negative_slope=0.2)
      (15): Linear(in_features=3689, out_features=105, bias=True)
    )
  )
)
INFO - run_lib.py - 2023-06-28 14:23:44,847 - Starting training loop at epoch 0.
INFO - run_lib.py - 2023-06-28 14:23:52,280 - epoch: 0, iter: 36, training_loss: 1.01913e+00
INFO - run_lib.py - 2023-06-28 14:25:33,417 - epoch: 24, iter: 36, training_loss: 1.29735e+00
INFO - run_lib.py - 2023-06-28 14:25:35,180 - epoch: 25, iter: 36, training_loss: 1.50719e+00
INFO - run_lib.py - 2023-06-28 14:25:37,003 - epoch: 26, iter: 36, training_loss: 1.46906e+00
INFO - run_lib.py - 2023-06-28 14:25:38,843 - epoch: 27, iter: 36, training_loss: 1.34383e+00
INFO - run_lib.py - 2023-06-28 14:25:40,678 - epoch: 28, iter: 36, training_loss: 1.33064e+00
INFO - run_lib.py - 2023-06-28 14:25:42,514 - epoch: 29, iter: 36, training_loss: 1.47385e+00
INFO - run_lib.py - 2023-06-28 14:25:44,357 - epoch: 30, iter: 36, training_loss: 1.32735e+00
INFO - run_lib.py - 2023-06-28 14:25:46,210 - epoch: 31, iter: 36, training_loss: 1.44759e+00
INFO - run_lib.py - 2023-06-28 14:25:48,064 - epoch: 32, iter: 36, training_loss: 2.01522e+00
INFO - run_lib.py - 2023-06-28 14:25:49,801 - epoch: 33, iter: 36, training_loss: 1.91975e+00
INFO - run_lib.py - 2023-06-28 14:25:51,756 - epoch: 34, iter: 36, training_loss: 2.01741e+00
INFO - run_lib.py - 2023-06-28 14:25:53,577 - epoch: 35, iter: 36, training_loss: 2.08020e+00
INFO - run_lib.py - 2023-06-28 14:25:55,278 - epoch: 36, iter: 36, training_loss: 1.64381e+00
INFO - run_lib.py - 2023-06-28 14:25:57,051 - epoch: 37, iter: 36, training_loss: 2.67191e+00
INFO - run_lib.py - 2023-06-28 14:25:58,897 - epoch: 38, iter: 36, training_loss: 1.72693e+00
INFO - run_lib.py - 2023-06-28 14:26:00,754 - epoch: 39, iter: 36, training_loss: 1.41818e+00
INFO - run_lib.py - 2023-06-28 14:26:02,613 - epoch: 40, iter: 36, training_loss: 2.64218e+00
INFO - run_lib.py - 2023-06-28 14:26:04,417 - epoch: 41, iter: 36, training_loss: 1.65245e+00
INFO - run_lib.py - 2023-06-28 14:26:06,264 - epoch: 42, iter: 36, training_loss: 3.47413e+00
INFO - run_lib.py - 2023-06-28 14:26:07,892 - epoch: 43, iter: 36, training_loss: 1.64913e+00
INFO - run_lib.py - 2023-06-28 14:26:09,730 - epoch: 44, iter: 36, training_loss: 2.61945e+00
INFO - run_lib.py - 2023-06-28 14:26:11,593 - epoch: 45, iter: 36, training_loss: 1.24973e+00
INFO - run_lib.py - 2023-06-28 14:26:13,403 - epoch: 46, iter: 36, training_loss: 2.37408e+00
INFO - run_lib.py - 2023-06-28 14:26:15,209 - epoch: 47, iter: 36, training_loss: 2.17871e+00
INFO - run_lib.py - 2023-06-28 14:26:17,062 - epoch: 48, iter: 36, training_loss: 2.89832e+00
INFO - run_lib.py - 2023-06-28 14:26:18,863 - epoch: 49, iter: 36, training_loss: 1.94940e+00
INFO - run_lib.py - 2023-06-28 14:26:20,739 - epoch: 50, iter: 36, training_loss: 1.50340e+00
INFO - run_lib.py - 2023-06-28 14:26:22,574 - epoch: 51, iter: 36, training_loss: 1.26972e+00
INFO - run_lib.py - 2023-06-28 14:26:24,423 - epoch: 52, iter: 36, training_loss: 2.44267e+00
INFO - run_lib.py - 2023-06-28 14:26:26,260 - epoch: 53, iter: 36, training_loss: 3.73353e+00
INFO - run_lib.py - 2023-06-28 14:26:28,082 - epoch: 54, iter: 36, training_loss: 4.24517e+00
INFO - run_lib.py - 2023-06-28 14:26:29,920 - epoch: 55, iter: 36, training_loss: 1.34829e+00
INFO - run_lib.py - 2023-06-28 14:26:31,748 - epoch: 56, iter: 36, training_loss: 1.76026e+00
INFO - run_lib.py - 2023-06-28 14:26:33,487 - epoch: 57, iter: 36, training_loss: 1.60792e+00
INFO - run_lib.py - 2023-06-28 14:26:35,157 - epoch: 58, iter: 36, training_loss: 2.66132e+00
INFO - run_lib.py - 2023-06-28 14:26:36,908 - epoch: 59, iter: 36, training_loss: 3.15747e+00
INFO - run_lib.py - 2023-06-28 14:26:38,759 - epoch: 60, iter: 36, training_loss: 1.79398e+00
INFO - run_lib.py - 2023-06-28 14:26:40,609 - epoch: 61, iter: 36, training_loss: 1.87769e+00
INFO - run_lib.py - 2023-06-28 14:26:42,449 - epoch: 62, iter: 36, training_loss: 1.55791e+00
INFO - run_lib.py - 2023-06-28 14:26:44,279 - epoch: 63, iter: 36, training_loss: 1.36711e+00
INFO - run_lib.py - 2023-06-28 14:26:46,132 - epoch: 64, iter: 36, training_loss: 9.00954e-01
INFO - run_lib.py - 2023-06-28 14:26:47,978 - epoch: 65, iter: 36, training_loss: 1.00745e+00
INFO - run_lib.py - 2023-06-28 14:26:49,865 - epoch: 66, iter: 36, training_loss: 1.91256e+00
INFO - run_lib.py - 2023-06-28 14:26:51,681 - epoch: 67, iter: 36, training_loss: 1.05442e+00
INFO - run_lib.py - 2023-06-28 14:26:53,527 - epoch: 68, iter: 36, training_loss: 8.55493e-01
INFO - run_lib.py - 2023-06-28 14:26:55,330 - epoch: 69, iter: 36, training_loss: 9.44258e-01
INFO - run_lib.py - 2023-06-28 14:26:57,156 - epoch: 70, iter: 36, training_loss: 9.71899e-01
INFO - run_lib.py - 2023-06-28 14:26:59,000 - epoch: 71, iter: 36, training_loss: 1.61108e+00
INFO - run_lib.py - 2023-06-28 14:27:01,038 - epoch: 72, iter: 36, training_loss: 1.05502e+00
INFO - run_lib.py - 2023-06-28 14:27:02,884 - epoch: 73, iter: 36, training_loss: 9.33886e-01
INFO - run_lib.py - 2023-06-28 14:27:04,738 - epoch: 74, iter: 36, training_loss: 8.15442e-01
INFO - run_lib.py - 2023-06-28 14:27:06,608 - epoch: 75, iter: 36, training_loss: 8.33622e-01
INFO - run_lib.py - 2023-06-28 14:27:08,496 - epoch: 76, iter: 36, training_loss: 9.83698e-01
INFO - run_lib.py - 2023-06-28 14:27:10,399 - epoch: 77, iter: 36, training_loss: 1.14879e+00
INFO - run_lib.py - 2023-06-28 14:27:12,283 - epoch: 78, iter: 36, training_loss: 6.75367e-01
INFO - run_lib.py - 2023-06-28 14:27:14,145 - epoch: 79, iter: 36, training_loss: 6.15061e-01
INFO - run_lib.py - 2023-06-28 14:27:16,022 - epoch: 80, iter: 36, training_loss: 5.15815e-01
INFO - run_lib.py - 2023-06-28 14:27:17,861 - epoch: 81, iter: 36, training_loss: 3.81262e-01
INFO - run_lib.py - 2023-06-28 14:27:19,721 - epoch: 82, iter: 36, training_loss: 2.96069e-01
INFO - run_lib.py - 2023-06-28 14:27:21,582 - epoch: 83, iter: 36, training_loss: 2.61475e-01
INFO - run_lib.py - 2023-06-28 14:27:23,445 - epoch: 84, iter: 36, training_loss: 2.36917e-01
INFO - run_lib.py - 2023-06-28 14:27:25,318 - epoch: 85, iter: 36, training_loss: 2.39094e-01
INFO - run_lib.py - 2023-06-28 14:27:27,190 - epoch: 86, iter: 36, training_loss: 2.12327e-01
INFO - run_lib.py - 2023-06-28 14:27:28,995 - epoch: 87, iter: 36, training_loss: 2.08352e-01
INFO - run_lib.py - 2023-06-28 14:27:30,840 - epoch: 88, iter: 36, training_loss: 1.73733e-01
INFO - run_lib.py - 2023-06-28 14:27:32,632 - epoch: 89, iter: 36, training_loss: 1.76317e-01
INFO - run_lib.py - 2023-06-28 14:27:34,499 - epoch: 90, iter: 36, training_loss: 1.85604e-01
INFO - run_lib.py - 2023-06-28 14:27:36,323 - epoch: 91, iter: 36, training_loss: 1.64178e-01
INFO - run_lib.py - 2023-06-28 14:27:38,184 - epoch: 92, iter: 36, training_loss: 1.57174e-01
INFO - run_lib.py - 2023-06-28 14:27:40,037 - epoch: 93, iter: 36, training_loss: 1.80803e-01
INFO - run_lib.py - 2023-06-28 14:27:41,874 - epoch: 94, iter: 36, training_loss: 2.15395e-01
INFO - run_lib.py - 2023-06-28 14:27:43,692 - epoch: 95, iter: 36, training_loss: 1.60175e-01
INFO - run_lib.py - 2023-06-28 14:27:45,399 - epoch: 96, iter: 36, training_loss: 1.64994e-01
INFO - run_lib.py - 2023-06-28 14:27:47,213 - epoch: 97, iter: 36, training_loss: 1.98615e-01
INFO - run_lib.py - 2023-06-28 14:27:49,061 - epoch: 98, iter: 36, training_loss: 1.93260e-01
INFO - run_lib.py - 2023-06-28 14:27:50,877 - epoch: 99, iter: 36, training_loss: 1.62936e-01
INFO - run_lib.py - 2023-06-28 14:27:52,673 - epoch: 100, iter: 36, training_loss: 1.66855e-01
INFO - run_lib.py - 2023-06-28 14:27:54,503 - epoch: 101, iter: 36, training_loss: 1.60984e-01
INFO - run_lib.py - 2023-06-28 14:27:56,378 - epoch: 102, iter: 36, training_loss: 1.94822e-01
INFO - run_lib.py - 2023-06-28 14:27:58,234 - epoch: 103, iter: 36, training_loss: 2.10287e-01
INFO - run_lib.py - 2023-06-28 14:28:00,053 - epoch: 104, iter: 36, training_loss: 1.57989e-01
INFO - run_lib.py - 2023-06-28 14:28:01,837 - epoch: 105, iter: 36, training_loss: 1.86880e-01
INFO - run_lib.py - 2023-06-28 14:28:03,651 - epoch: 106, iter: 36, training_loss: 1.67522e-01
INFO - run_lib.py - 2023-06-28 14:28:05,435 - epoch: 107, iter: 36, training_loss: 1.81476e-01
INFO - run_lib.py - 2023-06-28 14:28:07,241 - epoch: 108, iter: 36, training_loss: 1.46770e-01
INFO - run_lib.py - 2023-06-28 14:28:09,016 - epoch: 109, iter: 36, training_loss: 1.47791e-01
INFO - run_lib.py - 2023-06-28 14:28:10,863 - epoch: 110, iter: 36, training_loss: 1.58941e-01
INFO - run_lib.py - 2023-06-28 14:28:12,710 - epoch: 111, iter: 36, training_loss: 2.04434e-01
INFO - run_lib.py - 2023-06-28 14:28:14,433 - epoch: 112, iter: 36, training_loss: 1.53565e-01
INFO - run_lib.py - 2023-06-28 14:28:16,291 - epoch: 113, iter: 36, training_loss: 1.59132e-01
INFO - run_lib.py - 2023-06-28 14:28:18,032 - epoch: 114, iter: 36, training_loss: 1.42216e-01
INFO - run_lib.py - 2023-06-28 14:28:19,832 - epoch: 115, iter: 36, training_loss: 1.54939e-01
INFO - run_lib.py - 2023-06-28 14:28:21,653 - epoch: 116, iter: 36, training_loss: 2.14196e-01
INFO - run_lib.py - 2023-06-28 14:28:23,470 - epoch: 117, iter: 36, training_loss: 1.32125e-01
INFO - run_lib.py - 2023-06-28 14:28:25,285 - epoch: 118, iter: 36, training_loss: 2.05925e-01
INFO - run_lib.py - 2023-06-28 14:28:27,156 - epoch: 119, iter: 36, training_loss: 1.53587e-01
INFO - run_lib.py - 2023-06-28 14:28:29,004 - epoch: 120, iter: 36, training_loss: 1.64337e-01
INFO - run_lib.py - 2023-06-28 14:28:30,799 - epoch: 121, iter: 36, training_loss: 2.37517e-01
INFO - run_lib.py - 2023-06-28 14:28:32,655 - epoch: 122, iter: 36, training_loss: 1.56538e-01
INFO - run_lib.py - 2023-06-28 14:28:34,377 - epoch: 123, iter: 36, training_loss: 1.94938e-01
INFO - run_lib.py - 2023-06-28 14:28:36,207 - epoch: 124, iter: 36, training_loss: 1.99895e-01
INFO - run_lib.py - 2023-06-28 14:28:37,844 - epoch: 125, iter: 36, training_loss: 1.50220e-01
INFO - run_lib.py - 2023-06-28 14:28:39,711 - epoch: 126, iter: 36, training_loss: 1.99880e-01
INFO - run_lib.py - 2023-06-28 14:28:41,584 - epoch: 127, iter: 36, training_loss: 1.92700e-01
INFO - run_lib.py - 2023-06-28 14:28:43,445 - epoch: 128, iter: 36, training_loss: 2.37726e-01
INFO - run_lib.py - 2023-06-28 14:28:45,249 - epoch: 129, iter: 36, training_loss: 2.44839e-01
INFO - run_lib.py - 2023-06-28 14:28:47,042 - epoch: 130, iter: 36, training_loss: 2.16301e-01
INFO - run_lib.py - 2023-06-28 14:28:48,906 - epoch: 131, iter: 36, training_loss: 1.60328e-01
INFO - run_lib.py - 2023-06-28 14:28:50,770 - epoch: 132, iter: 36, training_loss: 1.51458e-01
INFO - run_lib.py - 2023-06-28 14:28:52,624 - epoch: 133, iter: 36, training_loss: 2.45544e-01
INFO - run_lib.py - 2023-06-28 14:28:54,455 - epoch: 134, iter: 36, training_loss: 1.71817e-01
INFO - run_lib.py - 2023-06-28 14:28:56,202 - epoch: 135, iter: 36, training_loss: 1.71656e-01
INFO - run_lib.py - 2023-06-28 14:28:57,937 - epoch: 136, iter: 36, training_loss: 1.65341e-01
INFO - run_lib.py - 2023-06-28 14:28:59,776 - epoch: 137, iter: 36, training_loss: 2.26355e-01
INFO - run_lib.py - 2023-06-28 14:29:01,552 - epoch: 138, iter: 36, training_loss: 1.98015e-01
INFO - run_lib.py - 2023-06-28 14:29:03,267 - epoch: 139, iter: 36, training_loss: 2.56970e-01
INFO - run_lib.py - 2023-06-28 14:29:05,092 - epoch: 140, iter: 36, training_loss: 1.94498e-01
INFO - run_lib.py - 2023-06-28 14:29:06,948 - epoch: 141, iter: 36, training_loss: 2.77673e-01
INFO - run_lib.py - 2023-06-28 14:29:08,769 - epoch: 142, iter: 36, training_loss: 2.70866e-01
INFO - run_lib.py - 2023-06-28 14:29:10,617 - epoch: 143, iter: 36, training_loss: 1.89478e-01
INFO - run_lib.py - 2023-06-28 14:29:12,348 - epoch: 144, iter: 36, training_loss: 1.94383e-01
INFO - run_lib.py - 2023-06-28 14:29:14,211 - epoch: 145, iter: 36, training_loss: 1.96102e-01
INFO - run_lib.py - 2023-06-28 14:29:16,194 - epoch: 146, iter: 36, training_loss: 2.36194e-01
INFO - run_lib.py - 2023-06-28 14:29:17,926 - epoch: 147, iter: 36, training_loss: 2.25098e-01
INFO - run_lib.py - 2023-06-28 14:29:19,773 - epoch: 148, iter: 36, training_loss: 1.78444e-01
INFO - run_lib.py - 2023-06-28 14:29:21,575 - epoch: 149, iter: 36, training_loss: 2.64455e-01
INFO - run_lib.py - 2023-06-28 14:29:23,397 - epoch: 150, iter: 36, training_loss: 1.84676e-01
INFO - run_lib.py - 2023-06-28 14:29:25,272 - epoch: 151, iter: 36, training_loss: 2.30124e-01
INFO - run_lib.py - 2023-06-28 14:29:27,106 - epoch: 152, iter: 36, training_loss: 1.78250e-01
INFO - run_lib.py - 2023-06-28 14:29:28,835 - epoch: 153, iter: 36, training_loss: 2.17830e-01
INFO - run_lib.py - 2023-06-28 14:29:30,685 - epoch: 154, iter: 36, training_loss: 2.33798e-01
INFO - run_lib.py - 2023-06-28 14:29:32,507 - epoch: 155, iter: 36, training_loss: 2.43738e-01
INFO - run_lib.py - 2023-06-28 14:29:34,362 - epoch: 156, iter: 36, training_loss: 2.38241e-01
INFO - run_lib.py - 2023-06-28 14:29:36,088 - epoch: 157, iter: 36, training_loss: 1.82103e-01
INFO - run_lib.py - 2023-06-28 14:29:37,931 - epoch: 158, iter: 36, training_loss: 2.18291e-01
INFO - run_lib.py - 2023-06-28 14:29:39,748 - epoch: 159, iter: 36, training_loss: 2.27584e-01
INFO - run_lib.py - 2023-06-28 14:29:41,614 - epoch: 160, iter: 36, training_loss: 1.60829e-01
INFO - run_lib.py - 2023-06-28 14:29:43,502 - epoch: 161, iter: 36, training_loss: 1.61164e-01
INFO - run_lib.py - 2023-06-28 14:29:45,233 - epoch: 162, iter: 36, training_loss: 2.50579e-01
INFO - run_lib.py - 2023-06-28 14:29:47,084 - epoch: 163, iter: 36, training_loss: 2.23537e-01
INFO - run_lib.py - 2023-06-28 14:29:48,806 - epoch: 164, iter: 36, training_loss: 2.10866e-01
INFO - run_lib.py - 2023-06-28 14:29:50,637 - epoch: 165, iter: 36, training_loss: 2.66372e-01
INFO - run_lib.py - 2023-06-28 14:29:52,379 - epoch: 166, iter: 36, training_loss: 2.49437e-01
INFO - run_lib.py - 2023-06-28 14:29:54,214 - epoch: 167, iter: 36, training_loss: 1.99798e-01
INFO - run_lib.py - 2023-06-28 14:29:56,055 - epoch: 168, iter: 36, training_loss: 1.54862e-01
INFO - run_lib.py - 2023-06-28 14:29:57,864 - epoch: 169, iter: 36, training_loss: 2.12783e-01
INFO - run_lib.py - 2023-06-28 14:29:59,722 - epoch: 170, iter: 36, training_loss: 2.20702e-01
INFO - run_lib.py - 2023-06-28 14:30:01,558 - epoch: 171, iter: 36, training_loss: 2.29435e-01
INFO - run_lib.py - 2023-06-28 14:30:03,345 - epoch: 172, iter: 36, training_loss: 2.37522e-01
INFO - run_lib.py - 2023-06-28 14:30:05,096 - epoch: 173, iter: 36, training_loss: 1.87385e-01
INFO - run_lib.py - 2023-06-28 14:30:06,910 - epoch: 174, iter: 36, training_loss: 2.42131e-01
INFO - run_lib.py - 2023-06-28 14:30:08,787 - epoch: 175, iter: 36, training_loss: 2.59504e-01
INFO - run_lib.py - 2023-06-28 14:30:10,640 - epoch: 176, iter: 36, training_loss: 1.40286e-01
INFO - run_lib.py - 2023-06-28 14:30:12,488 - epoch: 177, iter: 36, training_loss: 2.20131e-01
INFO - run_lib.py - 2023-06-28 14:30:14,319 - epoch: 178, iter: 36, training_loss: 1.49092e-01
INFO - run_lib.py - 2023-06-28 14:30:15,952 - epoch: 179, iter: 36, training_loss: 2.51687e-01
INFO - run_lib.py - 2023-06-28 14:30:17,801 - epoch: 180, iter: 36, training_loss: 1.71545e-01
INFO - run_lib.py - 2023-06-28 14:30:19,657 - epoch: 181, iter: 36, training_loss: 2.07949e-01
INFO - run_lib.py - 2023-06-28 14:30:21,413 - epoch: 182, iter: 36, training_loss: 1.79681e-01
INFO - run_lib.py - 2023-06-28 14:30:23,200 - epoch: 183, iter: 36, training_loss: 1.60078e-01
INFO - run_lib.py - 2023-06-28 14:30:25,075 - epoch: 184, iter: 36, training_loss: 1.55992e-01
INFO - run_lib.py - 2023-06-28 14:30:26,916 - epoch: 185, iter: 36, training_loss: 1.88092e-01
INFO - run_lib.py - 2023-06-28 14:30:28,712 - epoch: 186, iter: 36, training_loss: 2.00095e-01
INFO - run_lib.py - 2023-06-28 14:30:30,473 - epoch: 187, iter: 36, training_loss: 1.87107e-01
INFO - run_lib.py - 2023-06-28 14:30:32,288 - epoch: 188, iter: 36, training_loss: 1.81904e-01
INFO - run_lib.py - 2023-06-28 14:30:34,091 - epoch: 189, iter: 36, training_loss: 1.90293e-01
INFO - run_lib.py - 2023-06-28 14:30:35,902 - epoch: 190, iter: 36, training_loss: 1.56752e-01
INFO - run_lib.py - 2023-06-28 14:30:37,545 - epoch: 191, iter: 36, training_loss: 2.11877e-01
INFO - run_lib.py - 2023-06-28 14:30:39,410 - epoch: 192, iter: 36, training_loss: 1.88670e-01
INFO - run_lib.py - 2023-06-28 14:30:41,248 - epoch: 193, iter: 36, training_loss: 1.70229e-01
INFO - run_lib.py - 2023-06-28 14:30:43,114 - epoch: 194, iter: 36, training_loss: 1.62011e-01
INFO - run_lib.py - 2023-06-28 14:30:44,844 - epoch: 195, iter: 36, training_loss: 1.90413e-01
INFO - run_lib.py - 2023-06-28 14:30:46,703 - epoch: 196, iter: 36, training_loss: 1.68431e-01
INFO - run_lib.py - 2023-06-28 14:30:48,514 - epoch: 197, iter: 36, training_loss: 2.04059e-01
INFO - run_lib.py - 2023-06-28 14:30:50,377 - epoch: 198, iter: 36, training_loss: 2.04256e-01
INFO - run_lib.py - 2023-06-28 14:30:52,227 - epoch: 199, iter: 36, training_loss: 1.84063e-01
INFO - run_lib.py - 2023-06-28 14:30:54,084 - epoch: 200, iter: 36, training_loss: 1.75922e-01
INFO - run_lib.py - 2023-06-28 14:30:55,939 - epoch: 201, iter: 36, training_loss: 1.86228e-01
INFO - run_lib.py - 2023-06-28 14:30:57,742 - epoch: 202, iter: 36, training_loss: 1.99602e-01
INFO - run_lib.py - 2023-06-28 14:30:59,486 - epoch: 203, iter: 36, training_loss: 2.07151e-01
